,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,ETH/USDT_zscore
2241,2025-02-20,2715.57,2770.54,2707.24,2738.04,105484.76554,-0.8886160505496948
2242,2025-02-21,2738.04,2845.07,2616.88,2662.99,162354.60871,-1.0880083988298996
2243,2025-02-22,2662.99,2798.0,2653.4,2763.23,113831.49943,-0.7136816437387401
2244,2025-02-23,2763.23,2855.2,2745.55,2819.69,83979.08174,-0.49143189372121554
2245,2025-02-24,2819.69,2839.93,2471.81,2514.23,196103.90332,-1.464510288441986
2246,2025-02-25,2514.23,2533.49,2315.39,2495.69,331120.20008,-1.4483111999491458
2247,2025-02-26,2495.69,2507.5,2254.59,2335.8,255174.64713,-1.895862607172108
2248,2025-02-27,2335.8,2380.83,2230.84,2307.59,273416.05939,-1.867323307054015
2249,2025-02-28,2307.59,2313.71,2076.59,2237.49,266425.2634,-1.9509847773562736
2250,2025-03-01,2237.49,2281.13,2143.31,2217.32,218757.8212,-1.8883563647333026
2251,2025-03-02,2217.32,2550.19,2172.82,2518.11,240059.51678,-0.897294997419041
2252,2025-03-03,2518.11,2523.33,2098.0,2149.01,274543.68402,-1.9542122852450658
2253,2025-03-04,2149.01,2221.62,1996.43,2171.5,290045.84216,-1.7917411911370622
2254,2025-03-05,2171.5,2272.96,2155.6,2241.59,269554.79353,-1.5068851200739384
2255,2025-03-06,2241.59,2319.99,2176.98,2202.2,251312.41366,-1.5725812983100993
2256,2025-03-07,2202.2,2257.85,2102.84,2141.59,190850.96496,-1.6898060064766918
2257,2025-03-08,2141.59,2234.86,2105.38,2203.58,137456.0171,-1.4250095467062507
2258,2025-03-09,2203.58,2212.0,1990.0,2020.1,193621.15019,-1.906871113178436
2259,2025-03-10,2020.1,2151.65,1811.0,1865.01,313750.85052,-2.234610382558051
2260,2025-03-11,1865.01,1962.87,1755.0,1923.42,194183.97959,-1.9645112418445854
2261,2025-03-12,1923.42,1955.96,1829.87,1908.21,152670.21974,-1.9596998067371383
2262,2025-03-13,1908.21,1922.0,1821.82,1864.59,79545.45041,-1.9997605354472126
2263,2025-03-14,1864.59,1945.25,1861.31,1911.64,75430.20328,-1.7343998890596268
2264,2025-03-15,1911.64,1957.0,1903.75,1937.18,55000.40194,-1.564498402901455
2265,2025-03-16,1937.18,1940.87,1860.45,1887.01,41346.00442,-1.6189579371305942
2266,2025-03-17,1887.01,1952.0,1879.98,1926.31,45976.29861,-1.4177343005254928
2267,2025-03-18,1926.31,1936.06,1872.63,1931.54,69262.469,-1.3270007696266701
2268,2025-03-19,1931.54,2069.0,1927.69,2056.06,124474.87478,-0.9015670112809906
2269,2025-03-20,2056.06,2067.69,1952.19,1983.9,186453.93675,-1.0658154814816785
2270,2025-03-21,1983.9,1996.73,1937.1,1965.74,36034.02019,-1.0655271672719013
2271,2025-03-22,1965.74,2006.6,1964.34,1980.68,22103.80507,-0.9708387268948045
2272,2025-03-23,1980.68,2020.31,1976.84,2005.99,22479.22041,-0.8506400763143583
2273,2025-03-24,2005.99,2101.74,1977.67,2081.2,29246.64873,-0.5858645527008717
2274,2025-03-25,2081.2,2097.69,2037.2,2066.16,23854.01178,-0.5947794220107264
2275,2025-03-26,2066.16,2078.45,1981.6,2009.52,33533.40957,-0.7320843472723755
2276,2025-03-27,2009.52,2036.82,1987.52,2003.66,37245.66454,-0.711134043171565
2277,2025-03-28,2003.66,2015.93,1862.0,1896.89,97011.39356,-1.0124120343245808
